,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Parkwoods,43.7532586,-79.3296565,Brookbanks Park,43.751976046055574,-79.33214044722958,Park
1,Parkwoods,43.7532586,-79.3296565,TTC stop #8380,43.752672,-79.326351,Bus Stop
2,Parkwoods,43.7532586,-79.3296565,Variety Store,43.75197441585782,-79.33311418516017,Food & Drink Shop
3,Victoria Village,43.725882299999995,-79.31557159999998,Victoria Village Arena,43.72348055545508,-79.31563520925143,Hockey Arena
4,Victoria Village,43.725882299999995,-79.31557159999998,Tim Hortons,43.725516631714754,-79.31310251366091,Coffee Shop
5,Victoria Village,43.725882299999995,-79.31557159999998,Portugril,43.72581876267242,-79.31278541470671,Portuguese Restaurant
6,Victoria Village,43.725882299999995,-79.31557159999998,The Frig,43.72705130603407,-79.31741760908679,French Restaurant
7,Victoria Village,43.725882299999995,-79.31557159999998,Eglinton Ave E & Sloane Ave/Bermondsey Rd,43.726086,-79.31362,Intersection
8,Harbourfront,43.6542599,-79.3606359,Roselle Desserts,43.653446723052674,-79.3620167174383,Bakery
9,Harbourfront,43.6542599,-79.3606359,Tandem Coffee,43.65355870959944,-79.36180945913513,Coffee Shop
10,Harbourfront,43.6542599,-79.3606359,Cooper Koo Family YMCA,43.65319052672638,-79.35794700053884,Gym / Fitness Center
11,Harbourfront,43.6542599,-79.3606359,Body Blitz Spa East,43.65473505045365,-79.35987433132891,Spa
12,Harbourfront,43.6542599,-79.3606359,Morning Glory Cafe,43.653946942635294,-79.36114884214422,Breakfast Spot
13,Harbourfront,43.6542599,-79.3606359,Impact Kitchen,43.65636850543279,-79.35697968750694,Restaurant
14,Harbourfront,43.6542599,-79.3606359,Figs Breakfast & Lunch,43.65567455427388,-79.3645032892494,Breakfast Spot
15,Harbourfront,43.6542599,-79.3606359,Corktown Common,43.655617799749734,-79.3562113397429,Park
16,Harbourfront,43.6542599,-79.3606359,The Distillery Historic District,43.65024435658077,-79.35932278633118,Historic Site
17,Harbourfront,43.6542599,-79.3606359,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
18,Harbourfront,43.6542599,-79.3606359,Distillery Sunday Market,43.650074989330655,-79.36183171318665,Farmers Market
19,Harbourfront,43.6542599,-79.3606359,SOMA chocolatemaker,43.65062222570758,-79.35812684032683,Chocolate Shop
20,Harbourfront,43.6542599,-79.3606359,Rooster Coffee,43.65189965670432,-79.36560912104514,Coffee Shop
21,Harbourfront,43.6542599,-79.3606359,Cacao 70,43.650066694561666,-79.36072263183006,Dessert Shop
22,Harbourfront,43.6542599,-79.3606359,Arvo,43.64996280366945,-79.36144178325522,Coffee Shop
23,Harbourfront,43.6542599,-79.3606359,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop
24,Harbourfront,43.6542599,-79.3606359,Young Centre for the Performing Arts,43.65082466432163,-79.35759324240415,Performing Arts Venue
25,Harbourfront,43.6542599,-79.3606359,Starbucks,43.651613,-79.364917,Coffee Shop
26,Harbourfront,43.6542599,-79.3606359,Underpass Park,43.65576361726024,-79.3548059463501,Park
27,Harbourfront,43.6542599,-79.3606359,El Catrin,43.650600737116996,-79.35892024942333,Mexican Restaurant
28,Harbourfront,43.6542599,-79.3606359,Cocina Economica,43.65495889022676,-79.3656572507398,Mexican Restaurant
29,Harbourfront,43.6542599,-79.3606359,Brick Street Bakery,43.650574039683974,-79.35953942981405,Bakery
30,Harbourfront,43.6542599,-79.3606359,ODIN Cafe + Bar,43.656738544928054,-79.35650305267754,Café
31,Harbourfront,43.6542599,-79.3606359,Alumnae Theatre,43.65275554626444,-79.36475283805089,Theater
32,Harbourfront,43.6542599,-79.3606359,Cluny Bistro & Boulangerie,43.650565116074695,-79.35784287026658,French Restaurant
33,Harbourfront,43.6542599,-79.3606359,Parliament Square Park,43.65026388338689,-79.36219509081177,Park
34,Harbourfront,43.6542599,-79.3606359,Caffe Furbo,43.649969882303814,-79.35884946388191,Café
35,Harbourfront,43.6542599,-79.3606359,Dark Horse Espresso Bar,43.653080578844275,-79.3570778621122,Coffee Shop
36,Harbourfront,43.6542599,-79.3606359,Mill St. Brew Pub,43.65035331843578,-79.35848936650571,Pub
37,Harbourfront,43.6542599,-79.3606359,The Sweet Escape Patisserie,43.65063217302609,-79.35870913127346,Bakery
38,Harbourfront,43.6542599,-79.3606359,Berkeley Church,43.65512324174501,-79.36587330410705,Event Space
39,Harbourfront,43.6542599,-79.3606359,Arta Gallery,43.650022181882065,-79.36122168476822,Art Gallery
40,Harbourfront,43.6542599,-79.3606359,Archeo,43.65066723014277,-79.35943064816142,Italian Restaurant
41,Harbourfront,43.6542599,-79.3606359,The Yoga Lounge,43.65551522261721,-79.36495542526245,Yoga Studio
42,Harbourfront,43.6542599,-79.3606359,Soulpepper Theatre,43.65078003430492,-79.35761534068922,Theater
43,Harbourfront,43.6542599,-79.3606359,The Aviary,43.65363394725125,-79.35466212072043,Pub
44,Harbourfront,43.6542599,-79.3606359,Greg's Ice Cream,43.65010164153305,-79.3604404498866,Ice Cream Shop
45,Harbourfront,43.6542599,-79.3606359,John Fluevog Shoes,43.64989585773889,-79.3594359503061,Shoe Store
46,Harbourfront,43.6542599,-79.3606359,Vistek,43.65704640025721,-79.35966695607046,Electronics Store
47,Harbourfront,43.6542599,-79.3606359,The Abnormal Beauty Company,43.649892147380996,-79.3610051085219,Cosmetics Shop
48,Harbourfront,43.6542599,-79.3606359,Izumi,43.6499697935016,-79.36015326451906,Asian Restaurant
49,Harbourfront,43.6542599,-79.3606359,Ontario Spring Water Sake Company,43.649921646081026,-79.36007302731126,Brewery
50,Harbourfront,43.6542599,-79.3606359,TD Canada Trust,43.652779762702764,-79.3563362625656,Bank
51,Harbourfront,43.6542599,-79.3606359,The Beer Store,43.657773,-79.3574632,Beer Store
52,Harbourfront,43.6542599,-79.3606359,Savoury Grounds,43.656820970004496,-79.3589698353747,Coffee Shop
53,Harbourfront,43.6542599,-79.3606359,The Healthy Road,43.656264585886454,-79.35711882680904,Health Food Store
54,Harbourfront,43.6542599,-79.3606359,FUEL+,43.653193,-79.355867,Coffee Shop
55,Harbourfront,43.6542599,-79.3606359,GW General,43.650495,-79.357538,Antique Shop
56,Lawrence Heights,43.718517999999996,-79.46476329999999,Roots,43.7182215,-79.4667762,Boutique
57,Lawrence Heights,43.718517999999996,-79.46476329999999,Kitchen Stuff Plus (Clearance Outlet),43.71909636823933,-79.46267482419971,Furniture / Home Store
58,Lawrence Heights,43.718517999999996,-79.46476329999999,Lac Vien Vietnamese Restaurant,43.72125878799614,-79.46847226859448,Vietnamese Restaurant
59,Lawrence Heights,43.718517999999996,-79.46476329999999,Orfus Road Shopping Outlets,43.719045296434736,-79.46084915034818,Clothing Store
60,Lawrence Heights,43.718517999999996,-79.46476329999999,Tim Hortons,43.7194274,-79.4679949,Coffee Shop
61,Lawrence Heights,43.718517999999996,-79.46476329999999,Ardene Shoes Outlet,43.718892366644944,-79.46134358371631,Accessories Store
62,Lawrence Heights,43.718517999999996,-79.46476329999999,Rinx Real Entertainment Centre,43.71784220022086,-79.46223069665501,Event Space
63,Lawrence Heights,43.718517999999996,-79.46476329999999,Urban Planet,43.718121,-79.467567,Women's Store
64,Lawrence Heights,43.718517999999996,-79.46476329999999,Lens Mills,43.71913704692334,-79.46196899954919,Arts & Crafts Store
65,Lawrence Heights,43.718517999999996,-79.46476329999999,Party City,43.71941805471303,-79.459316806156,Miscellaneous Shop
66,Lawrence Heights,43.718517999999996,-79.46476329999999,Gyros Gymnastics,43.71677614916025,-79.46167716204125,Athletics & Sports
67,Lawrence Heights,43.718517999999996,-79.46476329999999,Si Vous Play Sports,43.72148036234913,-79.46752487479537,Shoe Store
68,Lawrence Manor,43.718517999999996,-79.46476329999999,Roots,43.7182215,-79.4667762,Boutique
69,Lawrence Manor,43.718517999999996,-79.46476329999999,Kitchen Stuff Plus (Clearance Outlet),43.71909636823933,-79.46267482419971,Furniture / Home Store
70,Lawrence Manor,43.718517999999996,-79.46476329999999,Lac Vien Vietnamese Restaurant,43.72125878799614,-79.46847226859448,Vietnamese Restaurant
71,Lawrence Manor,43.718517999999996,-79.46476329999999,Orfus Road Shopping Outlets,43.719045296434736,-79.46084915034818,Clothing Store
72,Lawrence Manor,43.718517999999996,-79.46476329999999,Tim Hortons,43.7194274,-79.4679949,Coffee Shop
73,Lawrence Manor,43.718517999999996,-79.46476329999999,Ardene Shoes Outlet,43.718892366644944,-79.46134358371631,Accessories Store
74,Lawrence Manor,43.718517999999996,-79.46476329999999,Rinx Real Entertainment Centre,43.71784220022086,-79.46223069665501,Event Space
75,Lawrence Manor,43.718517999999996,-79.46476329999999,Urban Planet,43.718121,-79.467567,Women's Store
76,Lawrence Manor,43.718517999999996,-79.46476329999999,Lens Mills,43.71913704692334,-79.46196899954919,Arts & Crafts Store
77,Lawrence Manor,43.718517999999996,-79.46476329999999,Party City,43.71941805471303,-79.459316806156,Miscellaneous Shop
78,Lawrence Manor,43.718517999999996,-79.46476329999999,Gyros Gymnastics,43.71677614916025,-79.46167716204125,Athletics & Sports
79,Lawrence Manor,43.718517999999996,-79.46476329999999,Si Vous Play Sports,43.72148036234913,-79.46752487479537,Shoe Store
80,Queen's Park,43.6623015,-79.3894938,Queen's Park,43.66394609897775,-79.39217952520835,Park
81,Queen's Park,43.6623015,-79.3894938,Mercatto,43.660390911898546,-79.38766421192705,Italian Restaurant
82,Queen's Park,43.6623015,-79.3894938,Nando's,43.661617063338966,-79.38609536960354,Portuguese Restaurant
83,Queen's Park,43.6623015,-79.3894938,YMCA,43.66275344493089,-79.3848492869005,Gym
84,Queen's Park,43.6623015,-79.3894938,Coffee Public,43.66076299149323,-79.38618409033066,Coffee Shop
85,Queen's Park,43.6623015,-79.3894938,Sushi Box,43.66295954544153,-79.38657996066198,Sushi Restaurant
86,Queen's Park,43.6623015,-79.3894938,Coffee Island,43.66427089680226,-79.38697157138014,Coffee Shop
87,Queen's Park,43.6623015,-79.3894938,Starbucks,43.65945605353152,-79.39041123272168,Coffee Shop
88,Queen's Park,43.6623015,-79.3894938,T-Swirl Crepe,43.663452,-79.384125,Creperie
89,Queen's Park,43.6623015,-79.3894938,Como En Casa,43.66516,-79.384796,Mexican Restaurant
90,Queen's Park,43.6623015,-79.3894938,The Yoga Sanctuary,43.661499497597596,-79.38363613350754,Yoga Studio
91,Queen's Park,43.6623015,-79.3894938,Tokyo Sushi,43.665885330936845,-79.38697684868161,Sushi Restaurant
92,Queen's Park,43.6623015,-79.3894938,Burrito Bandidos,43.662962178169344,-79.38395554190546,Burrito Place
93,Queen's Park,43.6623015,-79.3894938,Curry's Art Store Ltd.,43.66283810530193,-79.38373201352064,Arts & Crafts Store
94,Queen's Park,43.6623015,-79.3894938,College Park Area,43.65975136823981,-79.38491112965691,Park
95,Queen's Park,43.6623015,-79.3894938,Tabriz Persian Cookhouse,43.66533,-79.387484,Persian Restaurant
96,Queen's Park,43.6623015,-79.3894938,401 Games,43.663623277853254,-79.3840374323983,Hobby Shop
97,Queen's Park,43.6623015,-79.3894938,Coach House Restaurant,43.66499059853204,-79.38481415727767,Diner
98,Queen's Park,43.6623015,-79.3894938,Tokyo Grill,43.665085238149395,-79.38470692554789,Japanese Restaurant
99,Queen's Park,43.6623015,-79.3894938,Flock Rotisserie + Greens,43.659167,-79.389475,Fried Chicken Joint
100,Queen's Park,43.6623015,-79.3894938,St. Louis Bar and Grill,43.66385323730235,-79.38418742909323,Wings Joint
101,Queen's Park,43.6623015,-79.3894938,W Burger Bar,43.66133100835633,-79.3835570768382,Burger Joint
102,Queen's Park,43.6623015,-79.3894938,Buddies In Bad Times Theatre,43.663058539371825,-79.38344927771267,Nightclub
103,Queen's Park,43.6623015,-79.3894938,The Captain's Boil,43.662374914979594,-79.38353475807129,Seafood Restaurant
104,Queen's Park,43.6623015,-79.3894938,Hart House Theatre,43.66357134217992,-79.3946163990837,Theater
105,Queen's Park,43.6623015,-79.3894938,Starbucks,43.661527,-79.383411,Coffee Shop
106,Queen's Park,43.6623015,-79.3894938,Wendy's,43.662820073147046,-79.38337917323224,Fast Food Restaurant
107,Queen's Park,43.6623015,-79.3894938,Starbucks,43.658204,-79.388998,Coffee Shop
108,Queen's Park,43.6623015,-79.3894938,Booster Juice,43.65865699,-79.38868207,Smoothie Shop
109,Queen's Park,43.6623015,-79.3894938,Aroma Espresso Bar,43.658927676749364,-79.38990298985978,Café
110,Queen's Park,43.6623015,-79.3894938,Hart House Gym,43.66417202442517,-79.39488839857401,Gym
111,Queen's Park,43.6623015,-79.3894938,Subway,43.658720367952235,-79.39090229383463,Sandwich Place
112,Queen's Park,43.6623015,-79.3894938,Tim Hortons,43.6610382,-79.3937966,Coffee Shop
113,Queen's Park,43.6623015,-79.3894938,Starbucks,43.660887,-79.39372,Coffee Shop
114,Queen's Park,43.6623015,-79.3894938,Convocation Hall,43.66082829233904,-79.39524545662506,College Auditorium
115,Queen's Park,43.6623015,-79.3894938,SUDS,43.65988035580764,-79.39471219966201,Bar
116,Queen's Park,43.6623015,-79.3894938,Tim Hortons,43.6594149,-79.3912214,Coffee Shop
117,Queen's Park,43.6623015,-79.3894938,Tim Hortons,43.658175,-79.3906813,Coffee Shop
118,Queen's Park,43.6623015,-79.3894938,Tim Hortons,43.658599,-79.388498,Coffee Shop
119,Queen's Park,43.6623015,-79.3894938,Understudy Café at Gerstein,43.662308053867875,-79.39409796741381,College Cafeteria
120,Queen's Park,43.6623015,-79.3894938,The Green Beet Cafe,43.66209577172247,-79.39415302454405,Vegetarian / Vegan Restaurant
121,Queen's Park,43.6623015,-79.3894938,Arbor Room,43.66360403276197,-79.39461502471048,College Cafeteria
122,Queen's Park,43.6623015,-79.3894938,CIUT 89.5 FM,43.66381827238768,-79.39509240427925,General Entertainment
123,Rouge,43.806686299999996,-79.19435340000001,Wendy's,43.80744841934756,-79.19905558052072,Fast Food Restaurant
124,Malvern,43.806686299999996,-79.19435340000001,Wendy's,43.80744841934756,-79.19905558052072,Fast Food Restaurant
125,Don Mills North,43.745905799999996,-79.352188,LA Fitness,43.74766522888878,-79.34707696065234,Gym / Fitness Center
126,Don Mills North,43.745905799999996,-79.352188,Island Foods,43.745866073988985,-79.34603533317939,Caribbean Restaurant
127,Don Mills North,43.745905799999996,-79.352188,Baretto Caffé,43.74445646349851,-79.34645978471785,Café
128,Don Mills North,43.745905799999996,-79.352188,Gonoe Sushi,43.74573681959921,-79.34599119916211,Japanese Restaurant
129,Don Mills North,43.745905799999996,-79.352188,Bond Park,43.74537356928136,-79.35124509707558,Baseball Field
130,Don Mills North,43.745905799999996,-79.352188,Elite Camps,43.745053,-79.354296,Basketball Court
131,Woodbine Gardens,43.7063972,-79.309937,Jawny Bakers,43.705782646822,-79.31291304477831,Gastropub
132,Woodbine Gardens,43.7063972,-79.309937,East York Gymnastics,43.710654,-79.309279,Gym / Fitness Center
133,Woodbine Gardens,43.7063972,-79.309937,Shoppers Drug Mart,43.705933,-79.312825,Pharmacy
134,Woodbine Gardens,43.7063972,-79.309937,TD Canada Trust,43.705739883755946,-79.31227013468737,Bank
135,Woodbine Gardens,43.7063972,-79.309937,Pizza Pizza,43.70515901620182,-79.31312955571528,Pizza Place
136,Woodbine Gardens,43.7063972,-79.309937,Rise & Dine Eatery,43.705769,-79.311638,Breakfast Spot
137,Woodbine Gardens,43.7063972,-79.309937,Harvey's,43.71072995920288,-79.30883762217763,Fast Food Restaurant
138,Woodbine Gardens,43.7063972,-79.309937,St. Clair Ave E & O'Connor Dr,43.70523283448301,-79.31327432821826,Intersection
139,Woodbine Gardens,43.7063972,-79.309937,Venice Pizza,43.70592051370348,-79.31395663414658,Pizza Place
140,Woodbine Gardens,43.7063972,-79.309937,91 Woodbine Bus (south),43.7076463787027,-79.31380806795836,Bus Line
141,Woodbine Gardens,43.7063972,-79.309937,Harvey's,43.70813627814792,-79.3141045886623,Fast Food Restaurant
142,Woodbine Gardens,43.7063972,-79.309937,TKTO - Toronto Knife Throwing Organization,43.7099660731501,-79.31341111891099,Athletics & Sports
143,Parkview Hill,43.7063972,-79.309937,Jawny Bakers,43.705782646822,-79.31291304477831,Gastropub
144,Parkview Hill,43.7063972,-79.309937,East York Gymnastics,43.710654,-79.309279,Gym / Fitness Center
145,Parkview Hill,43.7063972,-79.309937,Shoppers Drug Mart,43.705933,-79.312825,Pharmacy
146,Parkview Hill,43.7063972,-79.309937,TD Canada Trust,43.705739883755946,-79.31227013468737,Bank
147,Parkview Hill,43.7063972,-79.309937,Pizza Pizza,43.70515901620182,-79.31312955571528,Pizza Place
148,Parkview Hill,43.7063972,-79.309937,Rise & Dine Eatery,43.705769,-79.311638,Breakfast Spot
149,Parkview Hill,43.7063972,-79.309937,Harvey's,43.71072995920288,-79.30883762217763,Fast Food Restaurant
150,Parkview Hill,43.7063972,-79.309937,St. Clair Ave E & O'Connor Dr,43.70523283448301,-79.31327432821826,Intersection
151,Parkview Hill,43.7063972,-79.309937,Venice Pizza,43.70592051370348,-79.31395663414658,Pizza Place
152,Parkview Hill,43.7063972,-79.309937,91 Woodbine Bus (south),43.7076463787027,-79.31380806795836,Bus Line
153,Parkview Hill,43.7063972,-79.309937,Harvey's,43.70813627814792,-79.3141045886623,Fast Food Restaurant
154,Parkview Hill,43.7063972,-79.309937,TKTO - Toronto Knife Throwing Organization,43.7099660731501,-79.31341111891099,Athletics & Sports
155,Ryerson,43.6571618,-79.37893709999999,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
156,Ryerson,43.6571618,-79.37893709999999,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
157,Ryerson,43.6571618,-79.37893709999999,Blaze Pizza,43.656518,-79.380015,Pizza Place
158,Ryerson,43.6571618,-79.37893709999999,Yonge-Dundas Square,43.65605389742188,-79.38049504264389,Plaza
159,Ryerson,43.6571618,-79.37893709999999,Page One Cafe,43.65777161112601,-79.3760725691681,Café
160,Ryerson,43.6571618,-79.37893709999999,DAVIDsTEA,43.65658619027106,-79.38116704725516,Tea Room
161,Ryerson,43.6571618,-79.37893709999999,Ed Mirvish Theatre,43.655101567321054,-79.37976762131545,Theater
162,Ryerson,43.6571618,-79.37893709999999,Hokkaido Ramen Santouka らーめん山頭火,43.65643520293576,-79.37758637997793,Ramen Restaurant
163,Ryerson,43.6571618,-79.37893709999999,Burrito Boyz,43.656265264409015,-79.37834318376771,Burrito Place
164,Ryerson,43.6571618,-79.37893709999999,Five Guys,43.65710635305761,-79.38130606340378,Burger Joint
165,Ryerson,43.6571618,-79.37893709999999,Jazz Bistro,43.65567828473835,-79.37927565514764,Music Venue
166,Ryerson,43.6571618,-79.37893709999999,Salad King,43.65760101432665,-79.38161963017174,Thai Restaurant
167,Ryerson,43.6571618,-79.37893709999999,Tacos 101,43.656636132918166,-79.37696796225362,Taco Place
168,Ryerson,43.6571618,-79.37893709999999,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café
169,Ryerson,43.6571618,-79.37893709999999,The Senator Restaurant,43.65564091455335,-79.37919882575557,Diner
170,Ryerson,43.6571618,-79.37893709999999,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
171,Ryerson,43.6571618,-79.37893709999999,306 Yonge Street - Jordan Store,43.65649471160899,-79.38101531134684,Sporting Goods Shop
172,Ryerson,43.6571618,-79.37893709999999,Cineplex Cinemas,43.65612555948613,-79.38039005666784,Movie Theater
173,Ryerson,43.6571618,-79.37893709999999,Infuse Cafe,43.658068043552504,-79.38172645275614,Coffee Shop
174,Ryerson,43.6571618,-79.37893709999999,Barberian's Steak House,43.65775512925926,-79.38217741375935,Steakhouse
175,Ryerson,43.6571618,-79.37893709999999,The 3 Brewers,43.655474284721,-79.38041324445061,Beer Bar
176,Ryerson,43.6571618,-79.37893709999999,Elmwood Spa,43.6577592341367,-79.38258620521141,Spa
177,Ryerson,43.6571618,-79.37893709999999,Nordstrom,43.655041,-79.3809665,Clothing Store
178,Ryerson,43.6571618,-79.37893709999999,JOEY,43.6560936540828,-79.38187792357716,American Restaurant
179,Ryerson,43.6571618,-79.37893709999999,Ryerson Image Centre,43.65752337161094,-79.37945958709186,Art Gallery
180,Ryerson,43.6571618,-79.37893709999999,Chipotle Mexican Grill,43.65686,-79.38091,Mexican Restaurant
181,Ryerson,43.6571618,-79.37893709999999,The Grand Hotel & Suites Toronto,43.65644901207743,-79.3741100180102,Hotel
182,Ryerson,43.6571618,-79.37893709999999,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Japanese Restaurant
183,Ryerson,43.6571618,-79.37893709999999,Urban Herbivore,43.65497185575342,-79.38085556030273,Vegetarian / Vegan Restaurant
184,Ryerson,43.6571618,-79.37893709999999,Milestones,43.65630763877396,-79.38082230024877,Fast Food Restaurant
185,Ryerson,43.6571618,-79.37893709999999,Spring Sushi,43.656252529816086,-79.38065954471074,Sushi Restaurant
186,Ryerson,43.6571618,-79.37893709999999,Balzac's Coffee,43.65785440672277,-79.37919981155157,Coffee Shop
187,Ryerson,43.6571618,-79.37893709999999,The Queen and Beaver Public House,43.65747228208784,-79.38352412327917,Gastropub
188,Ryerson,43.6571618,-79.37893709999999,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
189,Ryerson,43.6571618,-79.37893709999999,JOEY Eaton Centre,43.65540379999999,-79.38192889999999,Restaurant
190,Ryerson,43.6571618,-79.37893709999999,Solei Tanning Salon,43.654734082347616,-79.38024826065258,Tanning Salon
191,Ryerson,43.6571618,-79.37893709999999,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
192,Ryerson,43.6571618,-79.37893709999999,Kinton Ramen,43.660631695006714,-79.37887964897601,Ramen Restaurant
193,Ryerson,43.6571618,-79.37893709999999,Oakham Café,43.658077944767534,-79.37831497990125,Café
194,Ryerson,43.6571618,-79.37893709999999,Bourbon St. Grill,43.6551351410162,-79.3808225262395,Fast Food Restaurant
195,Ryerson,43.6571618,-79.37893709999999,SEPHORA,43.653688,-79.38012,Cosmetics Shop
196,Ryerson,43.6571618,-79.37893709999999,MUJI,43.656024,-79.383284,Miscellaneous Shop
197,Ryerson,43.6571618,-79.37893709999999,Crepe Delicious,43.654536488277245,-79.38088885547485,Fast Food Restaurant
198,Ryerson,43.6571618,-79.37893709999999,The Elm Tree Restaurant,43.65739749535259,-79.38376054171513,Modern European Restaurant
199,Ryerson,43.6571618,-79.37893709999999,Tim Hortons,43.656755,-79.380512,Coffee Shop
200,Ryerson,43.6571618,-79.37893709999999,CF Toronto Eaton Centre,43.65359376340117,-79.38061140153864,Shopping Mall
201,Ryerson,43.6571618,-79.37893709999999,Indigo,43.65351471121164,-79.38069591056922,Bookstore
202,Ryerson,43.6571618,-79.37893709999999,Panera Bread,43.65710745327419,-79.38157439231873,Bakery
203,Ryerson,43.6571618,-79.37893709999999,Kabul Express,43.65669146835466,-79.37664313658586,Middle Eastern Restaurant
204,Ryerson,43.6571618,-79.37893709999999,LUSH,43.653557,-79.3804,Cosmetics Shop
205,Ryerson,43.6571618,-79.37893709999999,Red Lobster,43.656328,-79.383621,Seafood Restaurant
206,Ryerson,43.6571618,-79.37893709999999,BMV Books,43.657047061091596,-79.38166061431659,Bookstore
207,Ryerson,43.6571618,-79.37893709999999,Trattoria Mercatto,43.65445314470199,-79.3809741075674,Italian Restaurant
208,Ryerson,43.6571618,-79.37893709999999,DAVIDsTEA,43.65506981949658,-79.38059022205873,Tea Room
209,Ryerson,43.6571618,-79.37893709999999,Scaddabush Italian Kitchen & Bar,43.658920292028725,-79.38289105381784,Italian Restaurant
210,Ryerson,43.6571618,-79.37893709999999,Ryerson Athletics Centre,43.65843443942876,-79.37929610991361,College Rec Center
211,Ryerson,43.6571618,-79.37893709999999,Paramount Fine Foods,43.65502870847598,-79.38024513018975,Middle Eastern Restaurant
212,Ryerson,43.6571618,-79.37893709999999,Duke's Refresher + Bar,43.65897985683036,-79.38294890507811,Bar
213,Ryerson,43.6571618,-79.37893709999999,Danish Pastry House,43.654574,-79.38074,Bakery
214,Ryerson,43.6571618,-79.37893709999999,Jack Astor's Bar & Grill,43.65601939992059,-79.38032551379719,Restaurant
215,Ryerson,43.6571618,-79.37893709999999,Tangerine Café,43.653936903308185,-79.37972202364307,Bank
216,Ryerson,43.6571618,-79.37893709999999,HomeSense,43.6531866401305,-79.3792368471621,Furniture / Home Store
217,Ryerson,43.6571618,-79.37893709999999,Citrus Restaurant & Lounge @ The Grand Hotel,43.65627304573888,-79.37422062269164,Lounge
218,Ryerson,43.6571618,-79.37893709999999,Lake Devo,43.6569936860937,-79.37689788366988,Lake
219,Ryerson,43.6571618,-79.37893709999999,MAC,43.65405547492733,-79.38071368220903,Cosmetics Shop
220,Ryerson,43.6571618,-79.37893709999999,Nordstrom Ebar,43.654648676831954,-79.38057377013143,Coffee Shop
221,Ryerson,43.6571618,-79.37893709999999,Magic Tailor,43.65374158228865,-79.37974523881418,Clothing Store
222,Ryerson,43.6571618,-79.37893709999999,Marshalls,43.659308,-79.3824621,Department Store
223,Ryerson,43.6571618,-79.37893709999999,Big Smoke Burger,43.65492030150413,-79.38080432697494,Burger Joint
224,Ryerson,43.6571618,-79.37893709999999,GB Hand-Pulled Noodles,43.65643422548463,-79.3837827356398,Chinese Restaurant
225,Ryerson,43.6571618,-79.37893709999999,Roots,43.65361341708363,-79.38024401664734,Clothing Store
226,Ryerson,43.6571618,-79.37893709999999,Hollister Co.,43.654479660102204,-79.38091371769396,Clothing Store
227,Ryerson,43.6571618,-79.37893709999999,Bubble Republic Tea House 奶茶黨部,43.656707495984975,-79.38416470657434,Bubble Tea Shop
228,Ryerson,43.6571618,-79.37893709999999,Starbucks,43.65446528594945,-79.37891894388453,Coffee Shop
229,Ryerson,43.6571618,-79.37893709999999,Imperial Pub,43.656254269765554,-79.37895528846455,Pub
230,Ryerson,43.6571618,-79.37893709999999,Uncle Tetsu's Cheesecake (Uncle Tetsu's Japanese Cheesecake),43.65606287245643,-79.38369472446465,Dessert Shop
231,Ryerson,43.6571618,-79.37893709999999,Chatime 日出茶太,43.65554164147378,-79.38468427043244,Bubble Tea Shop
232,Ryerson,43.6571618,-79.37893709999999,Disney Store,43.654248,-79.381232,Toy / Game Store
233,Ryerson,43.6571618,-79.37893709999999,Reds Midtown Tavern,43.659128249470015,-79.38226565563255,Wine Bar
234,Ryerson,43.6571618,-79.37893709999999,Starbucks,43.65596912045543,-79.38268426666406,Coffee Shop
235,Ryerson,43.6571618,-79.37893709999999,Panago,43.65825817735338,-79.38431282558368,Pizza Place
236,Ryerson,43.6571618,-79.37893709999999,EB Games,43.65529344166874,-79.38032812642462,Video Game Store
237,Ryerson,43.6571618,-79.37893709999999,Vans,43.654825509733335,-79.38024076741966,Shoe Store
238,Ryerson,43.6571618,-79.37893709999999,Victoria's Secret,43.65320588119187,-79.38052200729167,Lingerie Store
239,Ryerson,43.6571618,-79.37893709999999,Katsuya,43.65986035759321,-79.37878806223506,Japanese Restaurant
240,Ryerson,43.6571618,-79.37893709999999,Starbucks,43.659509,-79.382132,Coffee Shop
241,Ryerson,43.6571618,-79.37893709999999,Ethiopiques,43.65651274304155,-79.377077748846,Ethiopian Restaurant
242,Ryerson,43.6571618,-79.37893709999999,GoodLife Fitness Toronto Bell Trinity Centre,43.653436,-79.382314,Gym
243,Ryerson,43.6571618,-79.37893709999999,Ryerson Square,43.656988428886045,-79.37689617296417,Other Great Outdoors
244,Ryerson,43.6571618,-79.37893709999999,Fine Asian Bowl,43.6553866,-79.3803264,Vietnamese Restaurant
245,Ryerson,43.6571618,-79.37893709999999,Fran's,43.65426474929814,-79.37912005538317,Diner
